序号,时间,地市,流量
51322,2018/7/15 09:00,C,10.84997338
51323,2018/7/15 10:00,C,12.30538073
51324,2018/7/15 11:00,C,13.24052497
51325,2018/7/15 12:00,C,13.90829178
51326,2018/7/15 13:00,C,12.95213313
51327,2018/7/15 14:00,C,12.50582114
51328,2018/7/15 15:00,C,12.14796444
51329,2018/7/15 16:00,C,13.00006959
51330,2018/7/15 17:00,C,13.08363631
51331,2018/7/15 18:00,C,13.39637817
51332,2018/7/15 19:00,C,13.8745766
51333,2018/7/15 20:00,C,14.5897189
51334,2018/7/15 21:00,C,14.30503725
51335,2018/7/15 22:00,C,14.26977104
51336,2018/7/15 23:00,C,15.17203351
51337,2018/7/16 00:00,C,12.17399377
51338,2018/7/16 01:00,C,6.041432489
51339,2018/7/16 02:00,C,3.213651025
51340,2018/7/16 03:00,C,2.088195596
51341,2018/7/16 04:00,C,1.63806373
51342,2018/7/16 05:00,C,2.093534195
51343,2018/7/16 06:00,C,3.926098779
51344,2018/7/16 07:00,C,7.393050323
51345,2018/7/16 08:00,C,9.998350745
51346,2018/7/16 09:00,C,10.63933254
51347,2018/7/16 10:00,C,11.6935291
51348,2018/7/16 11:00,C,12.89448802
51349,2018/7/16 12:00,C,15.39078925
51350,2018/7/16 13:00,C,12.79991461
51351,2018/7/16 14:00,C,11.86711442
51352,2018/7/16 15:00,C,12.05675816
51353,2018/7/16 16:00,C,12.61997859
51354,2018/7/16 17:00,C,13.35424026
51355,2018/7/16 18:00,C,14.22984827
51356,2018/7/16 19:00,C,14.17829048
51357,2018/7/16 20:00,C,14.73007899
51358,2018/7/16 21:00,C,14.93023801
51359,2018/7/16 22:00,C,14.08087168
51360,2018/7/16 23:00,C,11.70901262
51361,2018/7/17 00:00,C,7.883499677
51362,2018/7/17 01:00,C,4.518469397
51363,2018/7/17 02:00,C,2.763213394
51364,2018/7/17 03:00,C,1.871800549
51365,2018/7/17 04:00,C,1.539890482
51366,2018/7/17 05:00,C,2.083777026
51367,2018/7/17 06:00,C,3.894205789
51368,2018/7/17 07:00,C,7.492145755
51369,2018/7/17 08:00,C,10.48064054
51370,2018/7/17 09:00,C,11.01348196
51371,2018/7/17 10:00,C,12.14881546
51372,2018/7/17 11:00,C,13.31420077
51373,2018/7/17 12:00,C,15.79582291
51374,2018/7/17 13:00,C,13.06960531
51375,2018/7/17 14:00,C,12.06403664
51376,2018/7/17 15:00,C,12.34909238
51377,2018/7/17 16:00,C,12.73038626
51378,2018/7/17 17:00,C,13.40488959
51379,2018/7/17 18:00,C,14.31650461
51380,2018/7/17 19:00,C,14.06300151
51381,2018/7/17 20:00,C,14.79697334
51382,2018/7/17 21:00,C,15.03959368
51383,2018/7/17 22:00,C,14.32805996
51384,2018/7/17 23:00,C,11.94957625
51385,2018/7/18 00:00,C,8.12457114
51386,2018/7/18 01:00,C,4.714194434
51387,2018/7/18 02:00,C,2.723263037
51388,2018/7/18 03:00,C,1.926687454
51389,2018/7/18 04:00,C,1.575998425
51390,2018/7/18 05:00,C,2.10503288
51391,2018/7/18 06:00,C,4.007767651
51392,2018/7/18 07:00,C,7.507868625
51393,2018/7/18 08:00,C,10.3101731
51394,2018/7/18 09:00,C,10.9219422
51395,2018/7/18 10:00,C,12.04146898
51396,2018/7/18 11:00,C,13.29485458
51397,2018/7/18 12:00,C,15.78623189
51398,2018/7/18 13:00,C,13.06513165
51399,2018/7/18 14:00,C,12.15452766
51400,2018/7/18 15:00,C,12.49321345
51401,2018/7/18 16:00,C,12.86642457
51402,2018/7/18 17:00,C,13.58447168
51403,2018/7/18 18:00,C,14.45538076
51404,2018/7/18 19:00,C,14.21511627
51405,2018/7/18 20:00,C,14.74081522
51406,2018/7/18 21:00,C,15.09097033
51407,2018/7/18 22:00,C,14.29893862
51408,2018/7/18 23:00,C,12.06437887
51409,2018/7/19 00:00,C,7.980250467
51410,2018/7/19 01:00,C,4.716192392
51411,2018/7/19 02:00,C,2.731652969
51412,2018/7/19 03:00,C,1.932097809
51413,2018/7/19 04:00,C,1.561261847
51414,2018/7/19 05:00,C,2.123061624
51415,2018/7/19 06:00,C,4.016764883
51416,2018/7/19 07:00,C,7.603626349
51417,2018/7/19 08:00,C,5.232721457
51418,2018/7/19 09:00,C,11.03271043
51419,2018/7/19 10:00,C,12.09496074
51420,2018/7/19 11:00,C,13.28395521
51421,2018/7/19 12:00,C,15.87884743
51422,2018/7/19 13:00,C,13.0519853
51423,2018/7/19 14:00,C,12.16956282
51424,2018/7/19 15:00,C,12.45936136
51425,2018/7/19 16:00,C,12.76556209
51426,2018/7/19 17:00,C,13.4158601
51427,2018/7/19 18:00,C,14.24404537
51428,2018/7/19 19:00,C,14.00569799
51429,2018/7/19 20:00,C,14.69864992
51430,2018/7/19 21:00,C,14.84585683
51431,2018/7/19 22:00,C,14.32034648
51432,2018/7/19 23:00,C,12.0509144
51433,2018/7/20 00:00,C,8.177848389
51434,2018/7/20 01:00,C,4.782772754
51435,2018/7/20 02:00,C,2.860706421
51436,2018/7/20 03:00,C,1.934977716
51437,2018/7/20 04:00,C,1.564379068
51438,2018/7/20 05:00,C,2.000497369
51439,2018/7/20 06:00,C,4.068575821
51440,2018/7/20 07:00,C,7.654694534
51441,2018/7/20 08:00,C,10.47802207
51442,2018/7/20 09:00,C,11.04282557
51443,2018/7/20 10:00,C,12.07481603
51444,2018/7/20 11:00,C,13.11399902
51445,2018/7/20 12:00,C,15.59144279
51446,2018/7/20 13:00,C,13.11262737
51447,2018/7/20 14:00,C,12.16554409
51448,2018/7/20 15:00,C,12.56616042
51449,2018/7/20 16:00,C,12.96611494
51450,2018/7/20 17:00,C,13.72507737
51451,2018/7/20 18:00,C,14.57726693
51452,2018/7/20 19:00,C,14.05012985
51453,2018/7/20 20:00,C,14.56195254
51454,2018/7/20 21:00,C,14.95869644
51455,2018/7/20 22:00,C,14.19609608
51456,2018/7/20 23:00,C,12.00176071
51457,2018/7/21 00:00,C,8.563897476
51458,2018/7/21 01:00,C,5.120042435
51459,2018/7/21 02:00,C,3.092573727
51460,2018/7/21 03:00,C,2.069220813
51461,2018/7/21 04:00,C,1.639631799
51462,2018/7/21 05:00,C,2.184824188
51463,2018/7/21 06:00,C,3.942683386
51464,2018/7/21 07:00,C,6.647162787
51465,2018/7/21 08:00,C,9.226602277
51466,2018/7/21 09:00,C,10.92720118
51467,2018/7/21 10:00,C,12.26787844
51468,2018/7/21 11:00,C,13.19588466
51469,2018/7/21 12:00,C,14.26905469
51470,2018/7/21 13:00,C,12.77269433
51471,2018/7/21 14:00,C,12.31812468
51472,2018/7/21 15:00,C,12.51595849
51473,2018/7/21 16:00,C,12.79171318
51474,2018/7/21 17:00,C,13.11880992
51475,2018/7/21 18:00,C,13.41804662
51476,2018/7/21 19:00,C,13.54535816
51477,2018/7/21 20:00,C,14.56745949
51478,2018/7/21 21:00,C,14.74824708
51479,2018/7/21 22:00,C,13.95961993
51480,2018/7/21 23:00,C,11.93192177
51481,2018/7/22 00:00,C,8.703795691
51482,2018/7/22 01:00,C,5.365594525
51483,2018/7/22 02:00,C,3.253895502
51484,2018/7/22 03:00,C,2.170168533
51485,2018/7/22 04:00,C,1.35475011
51486,2018/7/22 05:00,C,1.813492169
51487,2018/7/22 06:00,C,3.277906442
51488,2018/7/22 07:00,C,6.098436353
51489,2018/7/22 08:00,C,8.656581918
51490,2018/7/22 09:00,C,10.65815485
51491,2018/7/22 10:00,C,12.16696577
51492,2018/7/22 11:00,C,12.98125348
51493,2018/7/22 12:00,C,13.73009648
51494,2018/7/22 13:00,C,13.0637136
51495,2018/7/22 14:00,C,12.50296117
51496,2018/7/22 15:00,C,12.89511585
51497,2018/7/22 16:00,C,13.3364516
51498,2018/7/22 17:00,C,13.38072923
51499,2018/7/22 18:00,C,13.88356312
51500,2018/7/22 19:00,C,14.61164572
51501,2018/7/22 20:00,C,15.22637151
51502,2018/7/22 21:00,C,14.78942359
51503,2018/7/22 22:00,C,13.66783612
51504,2018/7/22 23:00,C,11.26802685
51505,2018/7/23 00:00,C,7.672166791
51506,2018/7/23 01:00,C,4.489212021
51507,2018/7/23 02:00,C,2.725698395
51508,2018/7/23 03:00,C,1.86476351
51509,2018/7/23 04:00,C,1.521314246
51510,2018/7/23 05:00,C,1.960447006
51511,2018/7/23 06:00,C,3.752378223
51512,2018/7/23 07:00,C,7.182517007
51513,2018/7/23 08:00,C,9.944368561
51514,2018/7/23 09:00,C,8.49017377
51515,2018/7/23 10:00,C,11.63438619
51516,2018/7/23 11:00,C,12.86045022
51517,2018/7/23 12:00,C,15.14256198
51518,2018/7/23 13:00,C,12.67188953
51519,2018/7/23 14:00,C,11.74729231
51520,2018/7/23 15:00,C,12.08826369
51521,2018/7/23 16:00,C,12.41393056
51522,2018/7/23 17:00,C,13.07669081
51523,2018/7/23 18:00,C,13.80802486
51524,2018/7/23 19:00,C,13.54533493
51525,2018/7/23 20:00,C,14.20768013
51526,2018/7/23 21:00,C,14.55297277
51527,2018/7/23 22:00,C,13.83304958
51528,2018/7/23 23:00,C,11.51948467
51529,2018/7/24 00:00,C,7.866092252
51530,2018/7/24 01:00,C,4.487264148
51531,2018/7/24 02:00,C,2.771917664
51532,2018/7/24 03:00,C,1.894126013
51533,2018/7/24 04:00,C,1.501832498
51534,2018/7/24 05:00,C,1.979795377
51535,2018/7/24 06:00,C,3.806204266
51536,2018/7/24 07:00,C,7.369393842
51537,2018/7/24 08:00,C,10.29621987
51538,2018/7/24 09:00,C,10.94779689
51539,2018/7/24 10:00,C,12.06626938
51540,2018/7/24 11:00,C,13.26252312
51541,2018/7/24 12:00,C,15.94297369
51542,2018/7/24 13:00,C,13.10197965
51543,2018/7/24 14:00,C,12.23253767
51544,2018/7/24 15:00,C,12.55327669
51545,2018/7/24 16:00,C,12.94370036
51546,2018/7/24 17:00,C,13.67399678
51547,2018/7/24 18:00,C,14.48472399
51548,2018/7/24 19:00,C,14.31462156
51549,2018/7/24 20:00,C,14.82260664
51550,2018/7/24 21:00,C,14.94071908
51551,2018/7/24 22:00,C,14.02293805
51552,2018/7/24 23:00,C,11.61409622
51553,2018/7/25 00:00,C,7.882346652
51554,2018/7/25 01:00,C,4.553951007
51555,2018/7/25 02:00,C,2.791410492
51556,2018/7/25 03:00,C,1.775314987
51557,2018/7/25 04:00,C,1.115895865
51558,2018/7/25 05:00,C,1.440942862
51559,2018/7/25 06:00,C,2.764125626
51560,2018/7/25 07:00,C,5.501942261
51561,2018/7/25 08:00,C,7.88670007
51562,2018/7/25 09:00,C,8.249035062
51563,2018/7/25 10:00,C,9.081078723
51564,2018/7/25 11:00,C,9.90422316
51565,2018/7/25 12:00,C,12.08378343
51566,2018/7/25 13:00,C,10.04841593
51567,2018/7/25 14:00,C,9.444621313
51568,2018/7/25 15:00,C,9.599342529
51569,2018/7/25 16:00,C,9.742851553
51570,2018/7/25 17:00,C,10.34912041
51571,2018/7/25 18:00,C,10.83199579
51572,2018/7/25 19:00,C,10.61972053
51573,2018/7/25 20:00,C,11.07069807
51574,2018/7/25 21:00,C,11.16414333
51575,2018/7/25 22:00,C,10.50548569
51576,2018/7/25 23:00,C,8.76040173
51577,2018/7/26 00:00,C,6.047310425
51578,2018/7/26 01:00,C,3.544935999
51579,2018/7/26 02:00,C,2.153380792
51580,2018/7/26 03:00,C,1.442180902
51581,2018/7/26 04:00,C,1.138504819
51582,2018/7/26 05:00,C,1.504607458
51583,2018/7/26 06:00,C,2.854623178
51584,2018/7/26 07:00,C,5.558831979
51585,2018/7/26 08:00,C,7.919653238
51586,2018/7/26 09:00,C,8.348396249
51587,2018/7/26 10:00,C,9.331485638
51588,2018/7/26 11:00,C,10.18167326
51589,2018/7/26 12:00,C,12.44327687
51590,2018/7/26 13:00,C,10.3424733
51591,2018/7/26 14:00,C,9.533493747
51592,2018/7/26 15:00,C,9.671479129
51593,2018/7/26 16:00,C,9.945324326
51594,2018/7/26 17:00,C,10.39042694
51595,2018/7/26 18:00,C,10.94782087
51596,2018/7/26 19:00,C,10.68772036
51597,2018/7/26 20:00,C,11.219831
51598,2018/7/26 21:00,C,11.22217732
51599,2018/7/26 22:00,C,12.53154567
51600,2018/7/26 23:00,C,8.927480621
51601,2018/7/27 00:00,C,6.18594487
51602,2018/7/27 01:00,C,4.323019632
51603,2018/7/27 02:00,C,2.927016821
51604,2018/7/27 03:00,C,1.884717139
51605,2018/7/27 04:00,C,1.565242911
51606,2018/7/27 05:00,C,1.831452759
51607,2018/7/27 06:00,C,4.044941669
51608,2018/7/27 07:00,C,7.830324261
51609,2018/7/27 08:00,C,10.75768503
51610,2018/7/27 09:00,C,11.19512423
51611,2018/7/27 10:00,C,12.31890399
51612,2018/7/27 11:00,C,13.50042109
51613,2018/7/27 12:00,C,16.13460527
51614,2018/7/27 13:00,C,13.48294015
51615,2018/7/27 14:00,C,12.46750077
51616,2018/7/27 15:00,C,12.75768094
51617,2018/7/27 16:00,C,13.09229054
51618,2018/7/27 17:00,C,13.62737889
51619,2018/7/27 18:00,C,14.26483596
51620,2018/7/27 19:00,C,14.33260327
51621,2018/7/27 20:00,C,14.88122224
51622,2018/7/27 21:00,C,14.88338851
51623,2018/7/27 22:00,C,14.01674279
51624,2018/7/27 23:00,C,11.27769295
51625,2018/7/28 00:00,C,6.482988263
51626,2018/7/28 01:00,C,4.208870895
51627,2018/7/28 02:00,C,3.130346896
51628,2018/7/28 03:00,C,2.101656937
51629,2018/7/28 04:00,C,1.669198218
51630,2018/7/28 05:00,C,2.182053177
51631,2018/7/28 06:00,C,3.993829919
51632,2018/7/28 07:00,C,6.796993237
51633,2018/7/28 08:00,C,9.495820615
51634,2018/7/28 09:00,C,11.15526998
51635,2018/7/28 10:00,C,12.56244195
51636,2018/7/28 11:00,C,13.40737252
51637,2018/7/28 12:00,C,14.40338085
51638,2018/7/28 13:00,C,12.96206809
51639,2018/7/28 14:00,C,12.47385349
51640,2018/7/28 15:00,C,12.8354048
51641,2018/7/28 16:00,C,13.25338771
51642,2018/7/28 17:00,C,13.40510846
51643,2018/7/28 18:00,C,13.74724434
51644,2018/7/28 19:00,C,14.05201486
51645,2018/7/28 20:00,C,14.93583884
51646,2018/7/28 21:00,C,15.11127454
51647,2018/7/28 22:00,C,14.18018551
51648,2018/7/28 23:00,C,12.10692334
51649,2018/7/29 00:00,C,8.774456067
51650,2018/7/29 01:00,C,5.329373441
51651,2018/7/29 02:00,C,3.2525362
51652,2018/7/29 03:00,C,2.152918924
51653,2018/7/29 04:00,C,1.70161676
51654,2018/7/29 05:00,C,2.084879141
51655,2018/7/29 06:00,C,3.661872079
51656,2018/7/29 07:00,C,6.16187691
51657,2018/7/29 08:00,C,8.801874289
51658,2018/7/29 09:00,C,10.90756944
51659,2018/7/29 10:00,C,12.51120099
51660,2018/7/29 11:00,C,13.31376898
51661,2018/7/29 12:00,C,14.02588063
51662,2018/7/29 13:00,C,13.23217231
51663,2018/7/29 14:00,C,12.9883024
51664,2018/7/29 15:00,C,13.24265028
51665,2018/7/29 16:00,C,13.25094232
51666,2018/7/29 17:00,C,13.44057483
51667,2018/7/29 18:00,C,13.86600125
51668,2018/7/29 19:00,C,14.25397109
51669,2018/7/29 20:00,C,14.33387687
51670,2018/7/29 21:00,C,15.02740795
51671,2018/7/29 22:00,C,13.97219973
51672,2018/7/29 23:00,C,11.60065439
51673,2018/7/30 00:00,C,8.049495096
51674,2018/7/30 01:00,C,4.576283826
51675,2018/7/30 02:00,C,2.775688602
51676,2018/7/30 03:00,C,1.877354596
51677,2018/7/30 04:00,C,1.54158941
51678,2018/7/30 05:00,C,1.913582446
51679,2018/7/30 06:00,C,3.905370728
51680,2018/7/30 07:00,C,7.40801416
51681,2018/7/30 08:00,C,10.18008566
51682,2018/7/30 09:00,C,10.76967405
51683,2018/7/30 10:00,C,11.95504502
51684,2018/7/30 11:00,C,13.17667713
51685,2018/7/30 12:00,C,15.60984437
51686,2018/7/30 13:00,C,12.98984199
51687,2018/7/30 14:00,C,12.22333647
51688,2018/7/30 15:00,C,12.43785325
51689,2018/7/30 16:00,C,12.60578115
51690,2018/7/30 17:00,C,13.28523539
51691,2018/7/30 18:00,C,14.44529687
51692,2018/7/30 19:00,C,14.71005722
51693,2018/7/30 20:00,C,15.14988597
51694,2018/7/30 21:00,C,15.01607601
51695,2018/7/30 22:00,C,13.98612058
51696,2018/7/30 23:00,C,11.51174603
51697,2018/7/31 00:00,C,7.908388974
51698,2018/7/31 01:00,C,4.625634766
51699,2018/7/31 02:00,C,2.735468628
51700,2018/7/31 03:00,C,1.879718948
51701,2018/7/31 04:00,C,1.47376301
51702,2018/7/31 05:00,C,2.108883911
51703,2018/7/31 06:00,C,4.050321179
51704,2018/7/31 07:00,C,7.662867917
51705,2018/7/31 08:00,C,10.12743313
51706,2018/7/31 09:00,C,11.3037048
51707,2018/7/31 10:00,C,12.516627
51708,2018/7/31 11:00,C,13.73663049
51709,2018/7/31 12:00,C,16.35924057
51710,2018/7/31 13:00,C,13.14827549
51711,2018/7/31 14:00,C,12.70823141
51712,2018/7/31 15:00,C,12.97802709
51713,2018/7/31 16:00,C,13.28538127
51714,2018/7/31 17:00,C,13.89626873
51715,2018/7/31 18:00,C,
51716,2018/7/31 19:00,C,14.64103345
51717,2018/7/31 20:00,C,15.58659752
51718,2018/7/31 21:00,C,14.60179362
51719,2018/7/31 22:00,C,
51720,2018/7/31 23:00,C,13.06978502
51721,2018/8/1 00:00,C,8.687988788
51722,2018/8/1 01:00,C,5.100574747
51723,2018/8/1 02:00,C,3.172503235
51724,2018/8/1 03:00,C,2.170646332
51725,2018/8/1 04:00,C,1.764943915
51726,2018/8/1 05:00,C,2.321152545
51727,2018/8/1 06:00,C,4.33823089
51728,2018/8/1 07:00,C,8.095939456
51729,2018/8/1 08:00,C,11.12961678
51730,2018/8/1 09:00,C,11.69862415
51731,2018/8/1 10:00,C,12.92712942
51732,2018/8/1 11:00,C,14.24701205
51733,2018/8/1 12:00,C,16.88468918
51734,2018/8/1 13:00,C,14.12907407
51735,2018/8/1 14:00,C,13.21179328
51736,2018/8/1 15:00,C,13.66545087
51737,2018/8/1 16:00,C,13.92280479
51738,2018/8/1 17:00,C,14.40852921
51739,2018/8/1 18:00,C,15.13460578
51740,2018/8/1 19:00,C,15.22307422
51741,2018/8/1 20:00,C,15.99245539
51742,2018/8/1 21:00,C,16.23538761
51743,2018/8/1 22:00,C,15.16478906
51744,2018/8/1 23:00,C,12.73291096
51745,2018/8/2 00:00,C,8.791673785
51746,2018/8/2 01:00,C,5.173879752
51747,2018/8/2 02:00,C,3.122459509
51748,2018/8/2 03:00,C,2.088698154
51749,2018/8/2 04:00,C,1.745836505
51750,2018/8/2 05:00,C,2.299812515
51751,2018/8/2 06:00,C,4.410924832
51752,2018/8/2 07:00,C,8.254496823
51753,2018/8/2 08:00,C,11.49234825
51754,2018/8/2 09:00,C,12.12669979
51755,2018/8/2 10:00,C,13.58458069
51756,2018/8/2 11:00,C,14.90704667
51757,2018/8/2 12:00,C,17.58551669
51758,2018/8/2 13:00,C,14.57960221
51759,2018/8/2 14:00,C,13.4327806
51760,2018/8/2 15:00,C,13.65742407
51761,2018/8/2 16:00,C,14.00446947
51762,2018/8/2 17:00,C,14.62100342
51763,2018/8/2 18:00,C,15.4356233
51764,2018/8/2 19:00,C,15.5200186
51765,2018/8/2 20:00,C,16.64864997
51766,2018/8/2 21:00,C,16.76787821
51767,2018/8/2 22:00,C,15.82526588
51768,2018/8/2 23:00,C,13.1712025
51769,2018/8/3 00:00,C,9.179939157
51770,2018/8/3 01:00,C,5.376396936
51771,2018/8/3 02:00,C,3.292271439
51772,2018/8/3 03:00,C,2.223760391
51773,2018/8/3 04:00,C,1.7229185
51774,2018/8/3 05:00,C,2.394213882
51775,2018/8/3 06:00,C,4.534147641
51776,2018/8/3 07:00,C,8.452977228
51777,2018/8/3 08:00,C,11.76135279
51778,2018/8/3 09:00,C,12.64296404
51779,2018/8/3 10:00,C,13.90753429
51780,2018/8/3 11:00,C,15.09291782
51781,2018/8/3 12:00,C,17.899298
51782,2018/8/3 13:00,C,14.8332547
51783,2018/8/3 14:00,C,14.24798972
51784,2018/8/3 15:00,C,15.29719539
51785,2018/8/3 16:00,C,15.81194869
51786,2018/8/3 17:00,C,16.15073526
51787,2018/8/3 18:00,C,17.21380108
51788,2018/8/3 19:00,C,16.97019003
51789,2018/8/3 20:00,C,17.11112856
51790,2018/8/3 21:00,C,16.64569899
51791,2018/8/3 22:00,C,15.28783819
51792,2018/8/3 23:00,C,12.9179875
51793,2018/8/4 00:00,C,9.284725458
51794,2018/8/4 01:00,C,
51795,2018/8/4 02:00,C,3.484806241
51796,2018/8/4 03:00,C,2.373377112
51797,2018/8/4 04:00,C,1.838515332
51798,2018/8/4 05:00,C,2.516260019
51799,2018/8/4 06:00,C,4.537183023
51800,2018/8/4 07:00,C,7.548919223
51801,2018/8/4 08:00,C,10.22459175
51802,2018/8/4 09:00,C,12.03862076
51803,2018/8/4 10:00,C,13.540971
51804,2018/8/4 11:00,C,14.54509093
51805,2018/8/4 12:00,C,15.77250669
51806,2018/8/4 13:00,C,14.32106131
51807,2018/8/4 14:00,C,13.74886242
51808,2018/8/4 15:00,C,14.19798926
51809,2018/8/4 16:00,C,14.54406816
51810,2018/8/4 17:00,C,14.40195686
51811,2018/8/4 18:00,C,14.76154818
51812,2018/8/4 19:00,C,15.22609203
51813,2018/8/4 20:00,C,16.29808985
51814,2018/8/4 21:00,C,16.62402978
51815,2018/8/4 22:00,C,15.68427849
51816,2018/8/4 23:00,C,13.48766466
51817,2018/8/5 00:00,C,9.95547916
51818,2018/8/5 01:00,C,6.230561734
51819,2018/8/5 02:00,C,3.861404227
51820,2018/8/5 03:00,C,2.364503189
51821,2018/8/5 04:00,C,1.95204187
51822,2018/8/5 05:00,C,2.322296646
51823,2018/8/5 06:00,C,4.013935803
51824,2018/8/5 07:00,C,6.681664636
51825,2018/8/5 08:00,C,9.542149966
51826,2018/8/5 09:00,C,11.63539587
51827,2018/8/5 10:00,C,13.28649772
51828,2018/8/5 11:00,C,14.31390016
51829,2018/8/5 12:00,C,15.21876957
51830,2018/8/5 13:00,C,13.75369357
51831,2018/8/5 14:00,C,13.80841613
51832,2018/8/5 15:00,C,14.05031063
51833,2018/8/5 16:00,C,14.40195468
51834,2018/8/5 17:00,C,14.49423661
51835,2018/8/5 18:00,C,14.8849824
51836,2018/8/5 19:00,C,15.52146123
51837,2018/8/5 20:00,C,16.33905984
51838,2018/8/5 21:00,C,16.44077169
51839,2018/8/5 22:00,C,15.43233598
51840,2018/8/5 23:00,C,12.75243031
51841,2018/8/6 00:00,C,8.830619318
51842,2018/8/6 01:00,C,5.325823425
51843,2018/8/6 02:00,C,3.251234766
51844,2018/8/6 03:00,C,2.028228888
51845,2018/8/6 04:00,C,1.783614734
51846,2018/8/6 05:00,C,2.22609415
51847,2018/8/6 06:00,C,4.244049973
51848,2018/8/6 07:00,C,7.963349072
51849,2018/8/6 08:00,C,10.78552634
51850,2018/8/6 09:00,C,11.46769484
51851,2018/8/6 10:00,C,9.622997952
51852,2018/8/6 11:00,C,14.13725739
51853,2018/8/6 12:00,C,16.86443621
51854,2018/8/6 13:00,C,14.03850439
51855,2018/8/6 14:00,C,13.20508123
51856,2018/8/6 15:00,C,13.54655109
51857,2018/8/6 16:00,C,14.02211964
51858,2018/8/6 17:00,C,14.72446205
51859,2018/8/6 18:00,C,15.4973701
51860,2018/8/6 19:00,C,15.40829503
51861,2018/8/6 20:00,C,16.17046874
51862,2018/8/6 21:00,C,16.31312905
51863,2018/8/6 22:00,C,15.27270003
51864,2018/8/6 23:00,C,12.60348672
51865,2018/8/7 00:00,C,8.654093671
51866,2018/8/7 01:00,C,5.135482742
51867,2018/8/7 02:00,C,3.153778012
51868,2018/8/7 03:00,C,2.183544931
51869,2018/8/7 04:00,C,1.801390942
51870,2018/8/7 05:00,C,2.309393735
51871,2018/8/7 06:00,C,4.402897073
51872,2018/8/7 07:00,C,8.196419073
51873,2018/8/7 08:00,C,11.08117799
51874,2018/8/7 09:00,C,11.85498362
51875,2018/8/7 10:00,C,13.19455464
51876,2018/8/7 11:00,C,14.51848301
51877,2018/8/7 12:00,C,17.19916131
51878,2018/8/7 13:00,C,14.28055431
51879,2018/8/7 14:00,C,13.31652711
51880,2018/8/7 15:00,C,13.60698416
51881,2018/8/7 16:00,C,14.04944757
51882,2018/8/7 17:00,C,14.71975588
51883,2018/8/7 18:00,C,15.57613929
51884,2018/8/7 19:00,C,15.69898535
51885,2018/8/7 20:00,C,16.75689744
51886,2018/8/7 21:00,C,16.61811354
51887,2018/8/7 22:00,C,15.82707865
51888,2018/8/7 23:00,C,13.09957726
51889,2018/8/8 00:00,C,8.991631464
51890,2018/8/8 01:00,C,5.304637979
51891,2018/8/8 02:00,C,
51892,2018/8/8 03:00,C,2.229292188
51893,2018/8/8 04:00,C,1.825991867
51894,2018/8/8 05:00,C,2.328068213
51895,2018/8/8 06:00,C,4.455392569
51896,2018/8/8 07:00,C,8.336600015
51897,2018/8/8 08:00,C,11.40233102
51898,2018/8/8 09:00,C,12.05804419
51899,2018/8/8 10:00,C,13.26747246
51900,2018/8/8 11:00,C,14.55122188
51901,2018/8/8 12:00,C,17.35926095
51902,2018/8/8 13:00,C,14.39637422
51903,2018/8/8 14:00,C,13.46635712
51904,2018/8/8 15:00,C,13.81738621
51905,2018/8/8 16:00,C,14.19658317
51906,2018/8/8 17:00,C,14.84434475
51907,2018/8/8 18:00,C,15.61758838
51908,2018/8/8 19:00,C,15.5784581
51909,2018/8/8 20:00,C,16.50317373
51910,2018/8/8 21:00,C,16.7377663
51911,2018/8/8 22:00,C,15.97722862
51912,2018/8/8 23:00,C,13.31390653
51913,2018/8/9 00:00,C,9.142786102
51914,2018/8/9 01:00,C,5.439231342
51915,2018/8/9 02:00,C,3.113575903
51916,2018/8/9 03:00,C,2.276131995
51917,2018/8/9 04:00,C,1.847963641
51918,2018/8/9 05:00,C,2.342530936
51919,2018/8/9 06:00,C,4.45459299
51920,2018/8/9 07:00,C,8.366107004
51921,2018/8/9 08:00,C,11.46158827
51922,2018/8/9 09:00,C,12.03758627
51923,2018/8/9 10:00,C,13.19551209
51924,2018/8/9 11:00,C,14.54990644
51925,2018/8/9 12:00,C,17.32568957
51926,2018/8/9 13:00,C,14.36193867
51927,2018/8/9 14:00,C,13.40036394
51928,2018/8/9 15:00,C,13.70691271
51929,2018/8/9 16:00,C,14.19772777
51930,2018/8/9 17:00,C,14.89192688
51931,2018/8/9 18:00,C,15.68489345
51932,2018/8/9 19:00,C,15.6403351
51933,2018/8/9 20:00,C,16.73599186
51934,2018/8/9 21:00,C,16.9349969
51935,2018/8/9 22:00,C,15.78626855
51936,2018/8/9 23:00,C,12.32605909
51937,2018/8/10 00:00,C,9.17817457
51938,2018/8/10 01:00,C,5.393102985
51939,2018/8/10 02:00,C,3.076776859
51940,2018/8/10 03:00,C,2.294957584
51941,2018/8/10 04:00,C,1.859102335
51942,2018/8/10 05:00,C,2.365402548
51943,2018/8/10 06:00,C,4.521866443
51944,2018/8/10 07:00,C,8.35489296
51945,2018/8/10 08:00,C,11.40190221
51946,2018/8/10 09:00,C,11.98492422
51947,2018/8/10 10:00,C,13.25303947
51948,2018/8/10 11:00,C,14.53981324
51949,2018/8/10 12:00,C,17.10213407
51950,2018/8/10 13:00,C,14.51730392
51951,2018/8/10 14:00,C,13.51191151
51952,2018/8/10 15:00,C,13.66337286
51953,2018/8/10 16:00,C,13.98182435
51954,2018/8/10 17:00,C,14.62928386
51955,2018/8/10 18:00,C,15.25036805
51956,2018/8/10 19:00,C,15.55059651
51957,2018/8/10 20:00,C,16.46876253
